"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"A_06_P3529" -1.78981525333333 0.0107037233333333 -23.7406265532741 6.2603406903047e-08 1.95899361885173e-06 9.19342154654157
"A_06_P5233" 2.4478205 0.00985011666666669 23.7401375916793 6.26123021903997e-08 1.95899361885173e-06 9.19327113760824
"A_06_P2240" 1.88859271666667 3.37083333333266e-05 23.7353980134106 6.2698600382081e-08 1.95899361885173e-06 9.1918130214454
"A_06_P1002" 2.40288083333333 0.03694495 23.7209111000278 6.29632211252218e-08 1.95899361885173e-06 9.18735414726335
"A_06_P2486" -1.81479213333333 0.00969059999999999 -23.686108659988 6.36041570702875e-08 1.96120822369598e-06 9.17662996472721
"A_06_P5166" 1.86055661 -0.042444075 23.6833419692445 6.36554284131848e-08 1.96120822369598e-06 9.17577666761344
"A_06_P3787" 2.3734306 -0.0753906666666666 23.664571276204 6.40045291240295e-08 1.96239129100665e-06 9.16998450248576
"A_06_P3308" 5.44278556666667 -0.10554185 23.6447077716927 6.43763369664041e-08 1.96425576946767e-06 9.16384952435668
"A_06_P2910" 4.2281605 -0.0736830833333334 23.6125741666483 6.49830523243028e-08 1.97323537730912e-06 9.15391263003795
"A_06_P4821" -2.4686459 -0.00734391666666663 -23.539948579262 6.63785055502036e-08 1.99749256558373e-06 9.13139833431827
"A_06_P6482" 3.32552783333333 0.0441357166666666 23.5358647992392 6.64579831134077e-08 1.99749256558373e-06 9.13013003847849
